Entry Name,GLP1R_3PA_GLP1_1 MaxLFQ Intensity,GLP1R_3PA_GLP1_2 MaxLFQ Intensity,GLP1R_3PA_GLP1_3 MaxLFQ Intensity,GLP1R_3PA_GLP1_4 MaxLFQ Intensity,GLP1R_3PA_VEH_1 MaxLFQ Intensity,GLP1R_3PA_VEH_2 MaxLFQ Intensity,GLP1R_3PA_VEH_3 MaxLFQ Intensity,GLP1R_3PA_VEH_4 MaxLFQ Intensity,GLP1R_WT_GLP1_1 MaxLFQ Intensity,GLP1R_WT_GLP1_2 MaxLFQ Intensity,GLP1R_WT_GLP1_3 MaxLFQ Intensity,GLP1R_WT_GLP1_4 MaxLFQ Intensity,GLP1R_WT_VEH_1 MaxLFQ Intensity,GLP1R_WT_VEH_2 MaxLFQ Intensity,GLP1R_WT_VEH_3 MaxLFQ Intensity,GLP1R_WT_VEH_4 MaxLFQ Intensity,NEG_1 MaxLFQ Intensity
MA7D1_RAT,313668.44,360332.78,354221.78,360888.3,292554.53,352896.4,368684.3,417615.97,301078.5,305415.8,328533.47,353061.28,287982.78,300243.44,309263.84,330121.7,214918.36
TCF25_RAT,14911.925,15500.804,14342.469,16503.738,11797.497,16022.289,13672.31,13430.281,0.0,13262.881,13584.441,15232.359,13366.745,15486.235,15219.599,13134.664,12368.873
RBPMS_RAT,33181.188,30666.887,30544.092,28648.799,34292.273,31875.662,29831.816,32009.367,40158.703,35400.44,37648.848,34760.45,36668.234,39118.65,30649.613,37708.9,27260.256
OLA1_RAT,25661.715,23960.045,21816.803,27678.867,23552.0,23185.135,26124.836,24683.355,25194.307,27826.568,26154.354,30704.361,19760.908,25320.715,26208.621,25671.564,17328.729
EIF3J_RAT,26887.697,24312.867,25951.186,25282.959,23418.785,26608.334,27749.363,25757.596,26465.164,28762.592,27524.592,26970.027,29977.24,27057.363,26374.941,26547.809,27917.443
NC2A_RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD61_RAT,43071.113,44913.254,48220.58,45670.17,43356.754,41514.42,37341.965,46094.98,42359.72,43261.594,38250.24,39558.645,44763.723,42730.773,43645.47,41908.863,30521.742
SHOT1_RAT,1070460.4,1162483.0,891157.06,901909.94,672067.2,871437.1,907360.6,743463.06,1059230.6,843538.2,732323.06,733101.44,353215.66,581071.4,1162021.1,1020045.3,606982.06
BORG5_RAT,204919.9,201931.58,252273.08,188853.88,128986.17,183578.06,130171.0,146596.95,216112.56,325609.97,243360.06,297257.78,176161.88,155947.52,159233.98,98653.77,0.0
RRS1_RAT,36081.574,23492.654,16934.068,19895.598,18854.65,23573.186,27178.896,35376.316,24993.174,18986.92,18070.883,25151.814,18930.803,20994.51,16093.543,23489.111,26292.025
RFOX2_RAT,96746.086,96293.945,95588.26,81352.914,88258.57,88138.41,90930.164,92896.79,104417.78,96992.06,104021.17,104671.22,99817.805,102223.25,98464.84,94360.016,85145.67
PRP6_RAT,91980.39,88279.2,88510.086,91019.09,92647.63,90790.97,97788.31,97197.586,93334.32,91765.72,92840.3,92163.69,94309.805,93921.945,98702.03,91772.95,106179.28
AUP1_RAT,12018.832,17792.373,15841.679,13829.754,14506.071,14399.413,15124.509,17521.895,27041.428,30604.176,28590.71,36386.207,29232.447,38120.234,31929.863,27089.361,11985.729
NUMBL_RAT,0.0,46041.86,46920.812,38874.727,43766.555,0.0,45470.586,39646.17,0.0,0.0,34871.31,0.0,45821.56,41763.66,38808.137,28045.828,53763.52
LMF2_RAT,22282.092,22993.098,26991.562,30585.73,19005.492,25480.35,20442.547,23753.531,29609.725,27607.873,24573.664,27886.924,30373.557,22938.031,22476.266,29033.775,19492.25
HABP4_RAT,81905.695,86235.01,89598.87,86992.24,91480.57,85706.65,78107.14,89113.914,78157.03,88547.41,83057.71,81056.305,87943.69,85407.64,76850.82,84309.96,97986.06
MIRO1_RAT,26774.973,26215.416,28497.842,29890.611,26203.58,29174.037,28235.621,28764.104,30373.908,34918.395,35753.49,33769.43,33071.473,30697.031,34547.535,32118.02,20412.705
TOLIP_RAT,12679.484,12170.523,9645.467,10178.325,11264.962,13790.822,8682.375,11837.962,0.0,18355.096,18656.85,16559.96,18662.52,12722.269,0.0,20610.63,0.0
PINX1_RAT,24506.146,28490.969,150884.17,35781.66,0.0,30751.25,27483.953,24311.105,30228.504,182958.06,28116.523,30243.86,25635.451,24663.336,25740.043,0.0,135281.17
PDS5A_RAT,21542.14,21398.7,20240.887,22796.268,19272.254,21467.28,22487.854,19279.072,21280.658,20159.191,20158.09,22136.135,22773.062,20625.332,18235.625,20858.986,10843.567
CHIP_RAT,18679.395,21016.148,18393.72,23278.582,21718.83,19042.969,21022.51,19144.537,29794.629,35098.598,23713.074,36549.74,22929.463,29103.922,21159.957,20233.094,18973.855
EF1B_RAT,310848.75,323588.16,304875.7,312236.44,266673.94,311120.3,286964.4,282874.66,354503.1,331946.84,336501.94,353697.1,328704.62,335940.12,328968.4,351837.88,197487.77
ROA2_RAT,280416.12,81345.35,81685.8,94716.97,147917.4,105631.95,111072.2,112402.445,240835.64,86281.23,94424.65,120806.71,103628.79,107254.15,100304.37,121531.484,119953.47
TPRGL_RAT,18653.2,15306.989,15197.074,14966.983,11451.041,15471.664,16576.963,14387.183,13989.092,22053.545,18934.6,20459.695,0.0,0.0,16461.617,14508.949,8942.359
H2AJ_RAT,61521.363,8003.7627,0.0,0.0,44875.88,31126.432,6441.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31073.402,6279.6396,6403.387
RBMX2_RAT,481697.94,485683.8,508318.5,472217.78,531307.06,443526.84,460458.8,477534.72,466703.16,419332.06,470425.97,434754.1,474550.62,480791.62,465855.28,452638.25,499882.53
SGT1_RAT,7005.347,0.0,6723.1987,0.0,5612.755,6468.611,5570.304,7535.613,14325.696,9553.79,10885.968,20118.592,0.0,0.0,0.0,0.0,6050.34
TMM11_RAT,27223.06,17003.879,28068.473,20991.447,23659.31,26377.506,29680.684,20693.275,25914.445,32464.38,50422.527,40860.91,34474.176,37730.83,49082.734,35760.863,14786.265
PSD13_RAT,57310.97,62405.117,56290.777,58877.285,52824.824,57557.734,52831.605,51212.035,75677.28,75427.29,68830.11,76091.414,70876.39,78561.43,72829.05,73991.49,51700.234
EIF3I_RAT,46411.773,46651.527,46726.55,46285.42,45056.23,49158.207,48483.887,47018.527,50545.766,48558.824,49567.28,49253.098,54479.074,52539.336,53177.742,53986.844,46360.16
ENPP6_RAT,76373.195,67800.93,67809.59,77345.984,83799.445,57264.242,73756.09,93828.78,72277.914,68246.75,68233.21,60218.3,84795.484,73289.35,80954.03,82933.44,84361.2
RPAB1_RAT,26390.223,18767.69,29805.799,32170.508,26184.605,27594.8,30977.104,35654.4,28568.63,21770.572,27887.105,18027.125,31681.953,21073.47,14385.343,30360.434,18353.332
HTAI2_RAT,57119.188,57574.82,70698.13,60044.176,51952.02,58067.7,51454.63,56708.42,65036.19,66609.234,63158.9,58769.4,61062.11,65576.1,54274.48,55328.94,45849.016
EMC2_RAT,26193.38,25946.174,29309.213,27708.352,29876.494,28856.871,23734.021,27425.348,36501.562,31886.82,33579.12,35340.285,35010.73,32910.59,28263.379,32531.725,25921.994
GLTP_RAT,11086.955,12476.512,0.0,13682.636,13742.46,16472.002,14675.596,10463.3,9901.782,0.0,16918.914,20940.328,13644.838,21486.299,20260.748,18335.676,5635.2017
CISD1_RAT,36227.812,34687.37,37045.598,36809.574,34785.617,32103.834,35703.207,32007.588,32444.969,35544.5,41073.71,40112.336,41704.9,42753.18,39230.812,38832.168,26969.504
OSTC_RAT,33868.98,28705.787,23540.611,23854.004,31842.623,23440.703,26333.818,27102.4,31936.727,24393.072,32573.273,23516.36,35806.95,44458.66,35410.53,45034.21,28591.314
SDHF1_RAT,34156.875,25314.742,24155.729,19344.98,24975.979,23193.752,32985.465,29051.502,29675.887,21029.002,19290.604,28349.395,32331.78,34698.258,19102.695,26003.35,28614.084
SNX5_RAT,46935.63,44982.773,48141.4,38146.496,37836.45,70051.88,47909.55,0.0,52198.45,36933.945,44781.137,16157.842,60141.723,50279.01,46774.39,46850.266,25291.242
ARM10_RAT,14494.107,15947.787,14024.142,15298.899,14204.21,14238.28,12411.906,13137.598,16715.969,15823.472,16911.582,12743.68,15025.264,0.0,12644.476,0.0,13919.955
ACAD9_RAT,21453.727,24549.975,19233.584,18007.611,16093.911,22132.01,20910.082,18804.633,21271.494,19660.916,19416.828,16310.009,23604.193,20830.314,20138.36,19461.64,17449.027
IF2P_RAT,4983690.5,5774049.5,5340071.5,5009765.0,4969640.0,4987862.5,5243135.5,4829764.0,4837210.0,4783564.0,5207394.5,4862739.0,4547528.0,4463955.0,4646677.5,4731344.5,6448965.0
AEN_RAT,19401.654,23418.719,27243.564,26460.47,24011.703,27158.676,26254.1,30220.65,29653.393,21174.746,23006.148,18233.06,25245.562,21670.014,27225.932,18914.637,27205.627
CAZA1_RAT,54858.434,46839.105,46781.152,46694.74,46432.992,45878.523,43843.145,48964.02,42950.492,41722.133,43595.06,42434.375,41124.387,41542.707,55832.78,44506.02,31277.654
RBM5_RAT,0.0,18489.924,16964.83,18856.47,19140.887,18791.715,20343.355,0.0,19164.734,0.0,17143.902,19243.836,17713.465,17494.846,17790.16,16487.873,18681.898
UFL1_RAT,15673.28,16135.341,15708.536,15035.167,15938.607,15660.044,17563.742,15806.09,14256.5625,17092.914,16510.04,18777.059,15195.302,15706.32,14706.619,13879.059,12831.94
UBL4A_RAT,58625.586,31968.158,0.0,20237.586,46389.47,28874.455,20850.584,19793.516,33719.832,30935.115,27961.322,32248.467,35223.875,25500.844,72073.72,30215.508,20460.86
ESRP1_RAT,0.0,0.0,35963.727,31521.174,34400.266,36581.723,36937.79,33772.965,36005.62,32018.568,37394.812,36820.676,29576.877,32655.0,36156.547,34156.5,24246.918
FA32A_RAT,1008843.06,1117681.2,1091933.5,1082961.5,915171.06,937230.6,1010635.3,1016840.7,943697.3,926673.75,1002704.6,965299.2,905083.75,898817.44,930094.75,905745.9,1434136.2
OTUB1_RAT,35107.168,34269.676,33304.46,31627.588,30828.205,33491.707,31033.955,29819.277,31305.916,34930.117,32207.242,32780.96,31604.03,33975.586,34625.016,32955.105,29964.69
WDR91_RAT,27120.504,33325.234,32020.406,32241.559,32405.38,32582.49,32261.455,33064.547,32151.584,32399.473,33194.258,31972.82,31256.633,32976.188,31507.416,33708.227,24005.236
DERPC_RAT,264528.4,290920.84,304221.7,271163.7,282293.47,263328.47,266113.0,275128.78,240380.42,222457.9,231622.94,206888.97,236377.84,244089.78,232392.42,229593.28,172457.39
REEP5_RAT,27022.531,30288.031,31417.99,30330.148,25207.562,35014.242,30053.625,33904.39,25719.666,33505.74,32474.555,35222.992,29660.95,28782.531,26598.182,29569.691,21501.236
KTAP2_RAT,46212.7,42309.32,42467.883,40239.484,40479.46,42083.23,47641.582,46802.92,0.0,62193.2,54288.773,59810.367,53846.14,49594.684,45092.324,58803.637,34285.48
P5I11_RAT,35665.066,36781.863,33889.17,42043.35,34400.44,38308.62,34983.055,33438.31,50079.453,48984.69,46030.58,45782.645,44736.88,42080.5,46417.652,44172.184,33048.97
SEP11_RAT,0.0,6952.9424,9245.365,10890.252,10181.954,0.0,12041.932,8307.368,12387.558,12435.08,12134.63,13552.702,12176.168,11327.559,11088.795,10892.817,6210.762
HMGN5_RAT,55589.13,48776.887,54681.1,50805.086,62591.812,67596.24,58887.164,59616.56,53980.973,54911.816,61893.523,47531.46,64420.83,63708.01,56596.77,59164.113,56742.91
ERLN2_RAT,65675.48,67303.055,71833.55,73208.95,66931.15,66668.37,69834.195,60945.758,119828.0,123174.266,127850.92,131768.8,113224.58,114645.77,128487.85,120905.914,58940.05
KCTD5_RAT,499002.53,566024.0,599498.44,488928.25,474247.9,438497.1,468057.3,448904.47,469380.47,489816.2,541760.6,546100.8,413972.06,417210.44,491210.38,435983.1,372315.25
CUL3_RAT,85590.516,90822.18,89080.09,84586.15,69828.66,76085.11,81996.07,74807.14,87368.41,83952.09,88017.266,83948.4,72537.44,73045.984,75975.59,78357.79,81221.195
ELAV1_RAT,105473.54,67172.695,56951.55,64961.29,73188.03,64710.793,66702.15,69658.85,104890.28,56386.582,62324.625,62628.598,64368.887,60299.582,71299.16,61771.86,63074.812
EIF3C_RAT,54499.914,53264.35,53018.82,54470.277,52146.59,53207.523,54179.414,52099.363,60801.543,59405.59,58777.496,61939.457,57652.906,63004.5,60771.56,61772.66,48379.69
UBE2S_RAT,39894.65,37928.73,41135.5,47422.844,42545.926,40241.15,43884.5,45361.37,43862.676,40649.152,36394.48,39550.6,42097.08,42213.06,36544.18,39302.84,47739.527
UQCC2_RAT,60439.57,66508.53,65129.61,64045.8,61169.07,55015.965,66359.36,64896.883,58763.52,58516.215,62718.723,60573.902,57863.4,64215.582,67713.17,67501.44,77120.805
GTPB1_RAT,67898.516,64501.703,66790.49,67705.914,70640.68,71220.35,68068.805,67159.31,57584.066,68602.09,60015.62,53324.44,66619.336,62264.445,63242.496,60559.58,79118.96
CCD39_RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMRCD_RAT,9769.491,9195.147,7151.8164,9345.799,10187.672,13781.018,9600.979,7610.209,9244.177,11179.129,8645.279,10789.028,10673.012,11725.187,11017.935,10955.373,8025.0596
ATPK_RAT,560698.9,587590.2,604743.94,590425.44,652039.75,573417.0,558974.25,600416.3,669841.8,680763.7,658196.2,656744.6,639388.3,647185.44,603364.75,598397.7,758160.06
H15_RAT,18034.064,13781.065,20697.887,18090.33,20464.93,17665.46,15264.6455,16978.152,18502.053,20571.027,15130.321,19531.633,21864.41,17599.363,18448.918,15280.565,0.0
RU1C_RAT,67960.82,62229.875,78613.3,61794.883,70299.56,63882.32,60832.195,55330.156,78715.93,74478.836,68286.48,59873.727,80398.27,77347.4,92106.26,85497.87,92119.91
MY18A_RAT,19625.066,22357.686,14028.198,16660.164,21459.682,14428.188,21403.457,24999.3,18110.848,20254.145,0.0,0.0,0.0,0.0,18729.385,0.0,21805.256
3BP1_RAT,56492.676,57724.18,59230.035,52726.9,64825.99,55640.125,53395.15,57828.504,53713.875,59050.145,57858.062,56666.89,52339.61,58316.668,56091.094,56738.625,56452.637
ALKB5_RAT,30951.13,38083.09,38385.312,38585.72,46187.836,44982.84,41433.246,42679.227,26990.842,40178.17,41526.83,34904.99,39681.406,42028.105,40329.914,37926.18,37982.305
TAM41_RAT,41350.746,41609.56,47809.695,47110.934,52061.734,51875.78,46126.1,44201.812,48622.277,46785.09,50636.79,45058.54,52151.547,47723.23,49304.29,49310.582,43046.25
5NTC_RAT,219670.66,229916.0,218800.88,232825.12,246813.42,241048.53,238302.47,230158.84,219621.56,216566.9,227742.44,222648.33,239108.72,243364.5,247530.9,227887.55,323884.06
HCFC1_RAT,9788.676,0.0,8429.166,11448.709,4491.9624,0.0,8393.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10068.333,0.0,0.0
UVSSA_RAT,18964.664,17835.646,16320.454,20929.762,19895.412,21788.967,19346.256,16952.383,18611.248,19608.031,0.0,0.0,16007.064,18463.809,19339.504,17229.709,7491.1914
PLPL8_RAT,21792.785,20311.99,21484.988,26862.666,18130.89,20058.584,23728.373,22824.85,23208.967,20769.629,22953.686,19403.86,19302.283,20905.354,18834.0,19042.832,19018.816
DJC17_RAT,20115.03,16444.635,15772.764,18968.36,17945.857,22759.412,17271.205,16919.262,20125.93,18946.578,19989.016,18863.945,21171.312,21914.799,22704.545,19203.096,26733.664
SFSWA_RAT,75305.62,72318.01,77867.57,77883.15,79922.29,73178.586,72472.82,77732.88,72302.984,74634.87,72357.664,71163.23,79932.56,79240.61,69854.03,72704.234,55990.312
TMED7_RAT,42716.477,46400.12,45670.49,42756.71,41964.145,42001.31,42360.336,46501.637,40200.08,40278.332,41447.965,44299.297,37969.53,40076.496,41234.203,47114.29,35495.95
MCM8_RAT,22043.252,20609.871,21674.953,18705.832,20251.934,20254.387,22426.56,18904.97,20061.45,19528.3,19622.084,16840.818,23211.824,25354.303,0.0,16661.938,21618.643
ITPA_RAT,23955.965,22756.076,23834.508,24027.018,19129.193,24498.625,23192.861,19843.525,25489.877,23084.326,18970.477,26159.094,20208.346,22470.271,21790.104,23632.22,24784.287
BTBD8_RAT,43300.742,45812.16,46687.12,42025.23,52005.848,51793.004,44798.8,47738.414,44229.004,51148.727,45813.562,41414.004,48001.31,52577.605,43051.742,51586.62,33574.88
EXOSX_RAT,46577.95,47563.83,47671.582,50316.387,43987.01,49819.145,47910.68,48076.2,41097.47,41144.445,46112.277,39879.016,36689.43,40307.664,41668.953,41828.047,42438.477
SPTC1_RAT,0.0,0.0,14835.588,13945.194,0.0,9997.858,0.0,0.0,0.0,19322.576,18225.256,20468.432,14685.453,13989.372,17836.566,18066.523,0.0
DHX36_RAT,75126.99,73369.67,72000.41,71821.08,67410.39,70744.03,70103.28,66960.99,62162.25,75175.93,64439.37,70059.7,67470.14,67516.23,67709.77,68308.74,66350.61
H11_RAT,2453122.2,2016225.5,1923904.5,1951647.1,1973091.1,2006098.5,2117372.5,2297875.5,1939558.9,1558281.0,1606172.2,1565411.5,1808415.8,1850274.2,2068833.8,1700827.4,1495191.1
MA7D2_RAT,19193.17,20920.342,22676.297,17956.025,24455.654,20022.338,17591.936,20459.332,18413.533,22563.031,17512.895,18545.885,17539.393,16853.803,18871.012,20761.053,17728.523
BIG1_RAT,12672.174,15454.158,16513.672,13663.36,12297.87,16789.916,10493.614,15359.398,16954.348,18483.709,16527.111,18706.389,18921.172,19686.773,17713.209,19331.75,7916.683
SYNP2_RAT,35595.97,36836.246,34978.63,37439.453,36595.477,33599.098,35971.023,36391.445,31620.904,32272.389,29818.346,28343.41,32854.21,27851.541,40814.75,28954.516,53012.477
MIC25_RAT,37675.27,0.0,0.0,0.0,0.0,0.0,22515.057,0.0,29040.023,0.0,32102.463,0.0,0.0,0.0,0.0,0.0,29862.875
WDR81_RAT,35861.285,25898.434,28850.707,26439.482,30860.992,36420.316,28210.352,36140.227,27013.805,23729.89,22897.012,25536.275,29912.945,27917.988,22404.186,18701.703,31574.305
COPG2_RAT,26640.26,27947.262,26189.893,28940.75,28840.12,21228.322,24095.56,25267.336,28473.842,30208.06,25820.766,32071.736,28652.596,30092.516,30690.168,29046.408,19495.508
PLRKT_RAT,194232.52,191876.38,182793.61,203292.89,188724.97,192780.48,158034.48,205482.16,188941.36,199547.2,176785.84,193846.23,183256.42,185341.84,177121.73,184300.2,151146.34
IMPA3_RAT,24407.762,32039.0,22751.746,24315.309,26770.777,28870.994,29208.385,26574.38,34572.883,36526.27,35931.926,25312.898,21143.197,22857.832,0.0,23050.576,19613.25
D19L1_RAT,20366.756,21338.682,17621.887,23411.107,17888.023,22394.209,22056.59,18731.78,18387.824,22701.143,24707.125,21766.105,21028.246,22127.07,22880.652,22393.752,20691.738
CAMP2_RAT,18805.518,15046.534,16875.535,19845.332,21186.703,18076.49,14589.517,17572.73,17482.87,21317.498,14168.852,22384.004,15597.733,20508.797,18292.217,16398.447,18645.52
CTRO_RAT,17785.502,0.0,0.0,9458.459,8546.757,11886.894,7062.6113,0.0,11201.984,7891.3174,7644.4097,4488.144,7014.552,7948.3833,7552.2266,7969.8325,0.0
IMDH2_RAT,18051.475,22745.654,21317.64,19135.37,20413.516,24800.605,19435.818,23530.162,17757.408,15631.358,15714.112,17113.234,14636.701,16809.375,0.0,22303.928,21952.354
PSD11_RAT,63553.27,73083.26,66788.5,67603.05,63597.617,67810.734,65530.0,62403.758,94055.586,91108.47,92992.34,97570.48,87539.0,91421.59,95599.53,89145.22,56433.17
PPM1G_RAT,30590.12,33569.316,36981.14,34458.715,30224.414,32693.824,31728.0,33120.008,36015.812,38186.016,35333.832,38317.918,37959.516,37092.152,35967.008,43352.555,31960.65
U520_RAT,57739.098,49282.88,50206.3,48773.266,50540.1,49457.562,56395.47,55787.805,60503.906,48391.6,50044.258,51788.215,51718.746,51680.74,55102.523,49149.44,49524.418
TRIPC_RAT,19413.355,16373.339,17025.148,17203.486,18624.1,19133.824,16129.722,17822.158,18354.223,16412.482,13868.883,16840.52,15347.613,15009.324,15845.439,14299.473,21936.586
ASCC3_RAT,44119.445,44297.656,41741.043,41472.625,42273.36,42669.11,43982.11,41839.445,45480.12,45964.004,49515.285,42658.805,49392.387,46003.066,44786.43,48998.76,37098.895
HNRPL_RAT,149258.33,77993.336,77418.04,78862.63,97170.35,84456.84,101295.305,98085.99,130124.36,72014.63,69869.22,82225.414,79021.88,85550.48,83047.15,83176.97,99989.64
LIMA1_RAT,34615.855,18216.893,20047.426,22485.535,19542.594,11766.934,16117.073,17199.775,16695.18,12230.755,12168.872,16229.489,15796.398,16664.854,23798.385,13103.095,18181.568
VPS50_RAT,70084.16,0.0,0.0,0.0,58448.984,0.0,55290.258,57584.355,0.0,65548.14,71078.086,66259.336,65037.105,80006.89,74094.39,51082.79,0.0
WDR26_RAT,16758.838,17101.383,14183.896,19774.262,16360.077,17293.78,16947.377,18478.857,19171.7,13510.008,14960.335,18481.13,17152.373,20492.06,16506.78,16557.74,18840.492
BCR_RAT,17937.92,20998.322,17321.324,17969.76,17085.166,18890.967,16570.758,19879.717,19880.92,19240.37,23152.979,21648.777,20019.156,19091.213,21992.322,17604.713,14603.829
FARP1_RAT,15037.878,10335.121,12578.184,10754.558,10369.107,11884.62,12119.354,10859.792,10972.543,9580.726,10458.112,11462.945,9226.492,9622.6045,11048.012,10491.041,19881.814
S2513_RAT,24019.96,24684.916,18367.047,22308.762,24144.455,27964.623,22383.26,19932.602,22606.773,24666.305,23994.787,25194.64,27482.75,24424.06,28710.705,21767.633,36629.074
KIF1A_RAT,28995.207,30358.182,31759.957,30039.633,27983.455,24236.975,30418.97,27653.738,26320.578,30831.771,26829.61,30315.953,27626.594,28093.11,28915.123,24093.664,27338.621
TPR_RAT,348879.16,157646.11,171884.95,190604.02,193149.48,186644.77,184731.08,200779.03,280855.88,198730.81,171049.03,224523.86,126949.945,223590.48,248657.84,190409.72,232287.77
DGKI_RAT,31411.03,31878.568,36730.57,33828.39,34484.086,25523.033,34221.145,29067.03,32672.566,28631.729,28615.71,26703.328,27528.242,26551.01,29283.73,28267.598,19604.195
SRSF6_RAT,63620.355,62132.195,61204.87,55011.734,62582.64,57745.6,59650.004,52917.395,55053.45,54834.523,55600.957,53955.56,60087.324,59623.266,57940.06,55553.957,78757.086
STX12_RAT,34834.36,39799.492,38379.37,31059.746,24710.84,38915.94,35111.938,32395.988,34880.797,30737.387,26037.416,31616.186,26106.588,29499.875,28651.469,28418.893,30725.06
PDCD6_RAT,22797.994,24592.71,32560.963,27822.795,22359.96,26151.4,31538.89,0.0,39080.598,29803.432,27243.117,34259.883,20125.943,25549.639,23013.521,26013.016,30837.312
MPP8_RAT,0.0,6260.912,4722.6685,7008.675,8087.6753,7329.205,0.0,8494.837,8433.851,4918.304,4509.111,5866.4897,0.0,0.0,0.0,0.0,6101.7646
HNRPC_RAT,79176.39,25422.203,20350.857,17111.338,32037.783,0.0,29139.01,29583.287,54218.633,16152.069,23349.318,24034.645,17312.83,16286.008,21919.963,23215.469,22124.176
GET3_RAT,151234.52,151553.28,151747.05,156758.67,132216.08,148267.17,145429.34,139761.1,153399.45,171672.38,155479.03,182731.48,162414.02,163854.94,152509.92,170483.25,74894.2
SQSTM_RAT,12949.133,13773.012,15242.557,11527.495,5392.511,15942.762,13524.237,15944.803,15741.666,16010.347,14999.016,16949.127,13347.814,17527.178,15903.915,19221.0,2823.8823
TIF1B_RAT,114263.86,114860.91,112549.44,115463.95,108718.56,107608.48,112405.086,108613.79,109095.945,109861.02,107896.91,111289.805,105608.61,109181.61,105064.62,106711.13,113005.32
PI4KA_RAT,145274.12,94970.49,98076.82,122207.734,108699.73,113163.39,103376.88,130029.516,109850.33,117896.79,100229.57,110838.016,125312.47,69318.35,58022.25,62042.875,71972.09
MARK2_RAT,45733.605,44259.004,49914.22,47173.164,47482.297,45808.715,47431.12,47889.625,43684.01,45458.91,45400.85,42657.332,47721.664,45618.74,48835.77,45952.86,36448.758
ARL2_RAT,30964.707,34195.227,36148.69,32105.088,31683.273,31754.643,35011.906,33403.47,31320.457,32030.102,31889.748,37003.504,30902.723,26005.682,30827.475,31801.17,27731.635
ZMAT3_RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC5L_RAT,87755.81,86737.01,83270.375,84546.195,86437.25,83490.18,83452.55,85437.234,82945.58,80626.05,83810.06,80504.1,79180.64,83862.68,88519.24,79174.04,87640.53
KLF10_RAT,17151.893,28449.299,27142.8,23210.975,13355.573,32675.92,26632.969,26624.047,26779.291,19578.658,27902.914,28227.225,28412.016,20820.91,23029.826,20954.295,34165.723
ELAV4_RAT,46090.855,42453.08,53730.598,60356.85,42084.895,47817.523,44110.16,0.0,24680.963,55210.156,45073.92,41661.09,39689.918,40943.164,42011.285,43751.168,0.0
AMPB_RAT,26535.836,25902.152,25821.39,28970.775,22370.334,21646.213,25646.104,27355.275,30355.441,23148.965,24458.113,26832.785,24479.951,24240.354,22467.783,26173.688,20186.941
GPDA_RAT,15569.367,16420.291,15458.324,17987.092,16068.388,15256.104,15179.537,15251.851,16688.12,16918.764,12618.272,18666.883,15220.601,11854.777,12331.746,14391.849,37871.03
TIM23_RAT,49542.555,0.0,54457.344,81618.77,0.0,58594.023,0.0,56120.64,55865.36,60667.33,0.0,0.0,56293.62,50223.664,54638.223,57187.8,68635.04
TIM44_RAT,134788.61,138983.8,129836.06,134781.25,129822.67,133427.38,132071.77,138900.69,132462.23,133080.5,128685.14,141561.69,120881.87,127540.516,131560.83,130384.34,120401.945
COPB2_RAT,62701.0,66287.12,66613.67,65496.21,60924.234,67888.414,62613.492,62025.785,70331.49,76700.36,70978.84,71720.97,70472.91,73096.84,72402.33,72123.66,45951.24
HSP13_RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14977.069,15486.231,17053.703,13354.438,0.0
GOSR2_RAT,7996.643,8338.483,7515.8037,8882.216,5091.846,0.0,8820.243,5281.9966,0.0,5211.8145,6482.002,8939.97,8474.88,7772.8516,5364.1143,8010.6343,6516.0396
PA1B3_RAT,7424.4927,0.0,6054.5703,6473.2676,7880.8813,0.0,3930.4983,4303.115,0.0,11267.695,0.0,14687.698,11584.008,7146.869,10677.758,9227.1,0.0
NEB2_RAT,23328.115,0.0,7752.4126,10191.59,12355.101,11609.251,10716.878,8040.8296,11797.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7969.6816
DNM1L_RAT,40512.383,40805.418,40292.027,40870.457,38772.688,38342.27,41469.83,40350.695,36918.984,44745.516,36935.715,44861.223,40274.836,39357.52,38598.055,40683.57,26055.992
CASP6_RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RB11B_RAT,87964.984,94453.09,96186.58,92758.64,79184.15,93326.484,91843.09,85776.516,80450.71,87681.51,78437.07,95580.0,80294.484,84543.82,81533.37,82690.836,57303.58
MSMO1_RAT,28434.924,31826.29,33051.742,26610.188,28356.084,24913.025,25629.07,24934.643,37284.094,33050.83,39024.48,35789.258,41181.99,32203.203,35301.992,37412.78,17145.44
ACSL4_RAT,47912.93,50679.383,50465.24,48366.168,48401.438,48693.242,46983.355,48273.234,57404.65,53331.395,58970.22,55722.23,50270.75,49942.08,54397.17,53784.965,37638.25
