Entry Name,GLP1R_3PA_GLP1_1 MaxLFQ Intensity,GLP1R_3PA_GLP1_2 MaxLFQ Intensity,GLP1R_3PA_GLP1_3 MaxLFQ Intensity,GLP1R_3PA_GLP1_4 MaxLFQ Intensity,GLP1R_3PA_VEH_1 MaxLFQ Intensity,GLP1R_3PA_VEH_2 MaxLFQ Intensity,GLP1R_3PA_VEH_3 MaxLFQ Intensity,GLP1R_3PA_VEH_4 MaxLFQ Intensity,GLP1R_WT_GLP1_1 MaxLFQ Intensity,GLP1R_WT_GLP1_2 MaxLFQ Intensity,GLP1R_WT_GLP1_3 MaxLFQ Intensity,GLP1R_WT_GLP1_4 MaxLFQ Intensity,GLP1R_WT_VEH_1 MaxLFQ Intensity,GLP1R_WT_VEH_2 MaxLFQ Intensity,GLP1R_WT_VEH_3 MaxLFQ Intensity,GLP1R_WT_VEH_4 MaxLFQ Intensity,NEG_1 MaxLFQ Intensity
GLRX3_RAT,65795.41,62818.18,64543.246,62368.65,60216.02,57863.434,69362.586,61265.906,55241.445,50702.402,50645.29,52646.87,56949.188,51303.625,55737.76,47943.77,60041.64
ADRM1_RAT,24799.742,27501.605,27328.014,25131.805,22890.414,24006.684,21515.875,26774.58,26817.4,30272.295,28225.66,29858.412,27150.324,29482.816,35600.695,36720.58,21125.494
AACS_RAT,73893.555,82469.45,79435.54,78623.11,75254.67,73769.04,72138.41,76374.63,76794.555,80683.234,74784.055,83367.7,77793.59,74041.89,77170.44,76561.77,42107.543
PRP19_RAT,122643.81,125946.62,115452.336,122739.91,120889.055,118648.02,130405.47,123735.7,109060.016,108941.164,107610.38,107563.336,114488.4,118779.73,115283.56,117136.24,122765.125
NSF_RAT,21250.836,25596.389,14634.684,19262.627,16599.807,20135.566,18007.402,22665.79,20123.926,19193.682,17249.791,23042.98,17198.701,17926.209,19606.764,18889.748,14073.779
DCTN4_RAT,9976.302,0.0,9403.348,11470.377,9412.0625,10777.601,9113.188,10411.71,11768.978,12431.553,14068.785,10343.305,11208.733,11989.855,13162.476,13098.959,10439.348
FKBP4_RAT,42221.156,39350.906,36906.906,43081.52,37976.047,41858.297,38523.176,36659.004,37076.56,37022.094,38925.344,41667.68,36523.785,37617.086,37248.52,41871.094,40085.7
PLCB4_RAT,13444.192,13742.989,15660.369,13117.706,14161.287,12398.749,11521.8955,12029.019,12659.136,11446.091,12206.228,11808.05,13849.956,13228.918,12649.6,10309.188,16761.041
SEBP2_RAT,16841.926,17909.635,0.0,0.0,0.0,19261.531,23127.838,23389.912,19363.459,22108.062,16622.63,15156.741,17358.81,17317.582,19378.656,21188.0,18130.586
ACTN4_RAT,18518.7,11683.017,12875.468,13395.385,14499.703,16031.171,15197.207,14876.724,15013.844,9340.434,0.0,0.0,12210.297,13046.906,13097.197,10140.4795,6844.738
MYO5A_RAT,23416.33,20958.39,17745.383,20043.402,14395.095,16397.512,13595.073,15972.047,18513.273,0.0,8011.536,12810.287,11376.897,10027.004,0.0,11052.793,16237.313
UCK2_RAT,15909.909,20497.13,19598.646,22999.863,13309.15,20159.24,21770.957,19479.033,28865.613,27065.201,21604.396,26322.021,23508.31,25186.668,27113.645,23198.508,19803.742
LYPA2_RAT,23378.16,18398.385,0.0,21551.87,17823.613,21588.28,22536.115,17032.785,20710.535,20053.94,21889.395,23419.428,20374.363,21572.535,21305.43,27890.916,10707.1875
NSA2_RAT,28948.348,20060.594,17406.05,25296.594,27615.037,23085.355,26082.645,25043.324,22823.879,19245.047,17532.14,17076.059,18005.66,17273.914,19138.236,18164.492,18203.49
AATF_RAT,59619.14,57745.71,55498.45,56897.047,61639.477,64578.777,59214.113,67784.13,56755.465,58727.85,61813.67,57897.438,60752.207,63079.133,59998.086,57623.99,59979.613
ZBT7A_RAT,15522.888,16299.152,17801.264,16678.195,14862.29,14312.886,15596.366,13751.951,13412.852,19629.475,11463.1875,17372.842,10710.905,14297.784,10685.112,11565.9795,17167.008
AGO2_RAT,19930.857,20238.39,21099.512,17220.52,20192.814,20423.77,22092.662,17487.701,21558.662,21561.758,22363.93,20555.455,22494.982,22243.916,21040.357,20144.227,31184.33
NOP58_RAT,68269.805,38635.508,43474.254,43914.5,48262.59,44375.13,52385.656,59205.387,68735.22,38836.97,41269.754,38820.87,40102.332,39533.504,39475.176,39096.406,51008.27
GRB7_RAT,24064.252,23459.76,23285.729,25526.406,22668.197,23737.28,21208.219,21199.426,18357.82,26474.168,21185.758,22483.615,24338.219,21433.08,23307.844,21343.809,22312.697
SEPT9_RAT,0.0,24054.547,22770.566,0.0,23913.572,22250.135,20916.28,26219.588,30816.701,23636.053,24707.395,33299.32,23212.135,21675.533,21496.027,14284.399,23511.768
UBP15_RAT,25032.947,29774.31,27212.408,25027.467,27891.598,26475.928,26271.906,26189.713,28344.05,28744.854,27932.734,31598.625,25401.812,24971.719,28450.213,27152.44,35813.164
CAND2_RAT,78668.875,90521.18,82609.164,82257.805,81401.375,74855.734,87731.33,74733.38,84076.234,88811.44,84062.266,89483.26,87791.45,94554.12,90965.13,94186.55,47779.008
CADH1_RAT,72142.89,75679.45,76872.08,78927.17,72780.47,69854.23,76307.01,74564.09,72503.55,63169.41,72213.625,69045.68,73891.4,73519.76,69638.805,71388.39,96264.57
CTCF_RAT,35137.273,31395.611,29757.947,29196.564,28711.188,34924.457,36289.465,31679.13,30984.021,24308.07,21720.732,25149.385,22087.594,24644.197,29408.43,0.0,27751.0
CCNL1_RAT,89344.77,88401.29,90874.0,91901.63,100941.26,93422.31,90643.016,90814.016,85482.03,86604.164,94789.65,80504.29,99799.5,99086.64,86978.08,94454.664,133586.2
BAF_RAT,157176.98,49495.156,41747.273,74283.24,64257.33,139864.27,28653.31,35412.832,181522.31,53589.742,55840.09,29032.957,34066.453,52033.805,20208.43,88079.695,23643.705
CATZ_RAT,54873.01,43991.31,29476.162,40752.605,24345.85,44471.477,40095.656,40809.145,27303.953,27914.102,25489.26,22703.104,36964.668,51964.11,38263.76,22645.812,42015.254
VDAC3_RAT,107904.27,118158.1,113844.21,114140.32,104122.805,109004.84,114744.95,105684.4,125651.305,115252.11,127544.305,124070.11,117664.72,117436.016,126587.89,133187.64,65079.082
SC11C_RAT,36430.203,35231.246,33137.336,34748.348,29187.424,31975.238,26124.895,27644.545,31811.639,42348.76,38128.375,38410.26,36869.914,32351.014,34268.555,33613.156,49879.723
5MP1_RAT,93455.484,0.0,0.0,0.0,74076.87,90151.81,92392.95,95000.24,0.0,108643.57,104160.96,97780.66,110410.93,124941.01,117789.086,99794.86,0.0
PSMD9_RAT,6777.7495,10794.635,0.0,15474.967,11587.396,8080.9233,13346.894,8580.491,11675.862,7192.4194,9977.808,9473.233,13556.871,9042.863,12111.861,12633.087,9533.96
REM2_RAT,20177.494,0.0,0.0,27494.514,0.0,0.0,28184.547,0.0,0.0,36996.85,0.0,43828.477,14071.863,43479.918,24344.336,40229.727,0.0
CHSP1_RAT,28022.08,29592.555,34753.28,27934.424,24911.436,23570.586,29799.238,25309.684,23567.84,22851.254,22816.354,22869.463,26750.775,25611.695,23570.02,23412.658,48611.582
CLCC1_RAT,17024.25,12666.789,14839.832,19469.498,15592.286,11934.055,9068.731,14735.484,15602.0,21173.895,22582.072,24907.14,24436.547,21943.19,19096.707,21515.137,0.0
CTNB1_RAT,33883.133,26657.455,28646.871,28498.447,28001.78,33826.11,28873.297,32356.502,31121.375,31261.943,32541.51,34790.766,29033.17,29829.504,33419.055,37483.332,20021.812
PLRG1_RAT,52922.523,52406.543,48581.2,50298.145,51548.14,47286.227,49448.254,45921.64,47983.895,44975.664,46723.816,43200.58,46434.195,50980.555,41696.727,47287.54,55853.312
VAMP8_RAT,36660.473,37759.273,36864.75,35861.03,32399.188,34912.03,37876.03,36793.184,33554.99,37697.668,32110.82,34859.66,33624.938,37270.508,29617.688,33484.05,27089.27
MYOME_RAT,24010.32,21509.54,27917.879,24960.943,23215.568,22118.377,23635.408,25342.242,18228.42,23981.656,20080.701,21395.79,19603.102,25063.324,27141.037,22561.75,15905.809
TOP1_RAT,408924.22,404209.97,407799.06,414939.1,425772.66,412226.8,444510.0,439281.8,379227.1,368762.3,377890.5,362683.3,403118.78,419291.78,409769.66,403735.84,523171.66
NIP7_RAT,32843.26,19891.596,24038.654,19290.799,22629.668,22114.926,29859.984,24390.408,26099.924,20142.271,18418.164,17945.406,17307.861,20638.809,21865.088,22948.898,13917.841
KIF2A_RAT,47712.87,49067.46,49476.56,51288.605,48401.598,49227.254,46588.805,48460.52,45406.477,44718.953,49149.75,43099.363,45733.043,48892.92,47513.902,44846.746,39962.367
RAB6A_RAT,50946.227,57539.45,50571.637,53212.56,46580.258,47536.24,52286.215,49329.137,56181.11,54125.043,52570.695,54781.617,54814.19,55556.777,54158.023,58436.008,49879.004
HCDH_RAT,57558.035,48488.684,51123.16,46929.434,43353.67,51241.168,48689.88,48701.414,43209.39,40661.43,43863.152,50286.168,37545.516,40550.28,38396.355,46363.824,43859.906
SHIP2_RAT,7300.323,0.0,0.0,0.0,7550.1465,0.0,11775.201,9822.94,0.0,12494.934,0.0,7551.369,11783.405,11651.043,13761.045,13083.775,0.0
FADS2_RAT,42033.125,48311.66,46564.906,44917.79,43243.555,43227.855,45194.516,43043.566,58731.24,56179.46,62698.875,64631.62,49940.086,52518.09,56525.18,55685.45,19996.057
TMM33_RAT,27670.803,36469.934,33335.61,33087.414,37431.023,31659.176,40720.38,31799.166,53802.49,50776.14,51164.645,48304.723,53442.61,53711.15,52586.605,51700.406,28107.805
LEG2_RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSTM5_RAT,30220.36,31179.852,0.0,28174.434,25672.88,31058.5,31196.693,27645.629,29113.334,29410.832,29446.756,30031.482,21511.746,20660.451,28634.162,28723.934,35289.555
ARHG1_RAT,0.0,0.0,0.0,6584.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12588.511,12213.124,12970.987,9365.974,9024.957,0.0
ACTN1_RAT,36205.7,31284.488,33634.453,35497.79,30089.594,30766.607,33951.004,29831.57,25585.18,25267.766,24798.172,38031.06,21434.525,24499.33,32302.162,19051.814,35219.18
LYRIC_RAT,110784.73,104318.68,108315.58,113570.414,105444.72,113659.44,105192.31,102535.82,109318.72,107474.65,105998.14,106523.04,104296.7,100652.68,100626.68,105929.84,130448.945
E2AK3_RAT,23602.266,19929.135,18856.611,19181.24,21792.004,22596.27,25321.418,23697.18,24245.637,23565.395,23168.549,25862.889,24573.512,21803.479,25024.219,22966.799,24903.84
PDLI7_RAT,10682.969,10262.187,11042.206,8730.324,9097.446,8061.5303,7505.253,12547.243,10893.787,0.0,0.0,0.0,10185.777,10541.501,10217.871,12240.644,17296.182
VAPB_RAT,41602.93,44860.01,40413.902,48892.883,43229.203,47023.406,43765.082,43426.29,178901.56,176579.05,184132.05,191207.89,49601.95,49065.965,52243.453,52114.17,43095.496
VAPA_RAT,30295.236,34972.133,34804.914,34111.51,30344.57,32480.0,29705.557,29550.715,111763.17,112258.305,125960.586,133091.81,34497.195,34601.953,34954.53,36789.535,23281.828
GIT1_RAT,18620.713,16825.365,15104.962,13232.171,16070.51,15368.761,0.0,0.0,0.0,15869.21,14255.692,15068.073,14795.987,11572.025,16542.422,17484.354,0.0
VDAC1_RAT,209052.45,236602.69,212563.25,226271.73,207618.47,224821.88,224151.84,219712.4,227141.62,213827.55,250263.48,242096.7,225173.28,233537.06,239333.7,251964.27,114037.73
SC31A_RAT,30459.068,29660.941,32793.09,30368.73,31584.686,29643.264,32717.012,29297.57,35768.2,31295.332,29161.637,32401.168,30626.56,30578.621,26215.59,27451.184,18024.707
DHCR7_RAT,54312.156,57886.97,56003.87,61912.18,50630.61,51120.23,59364.35,59317.254,71708.37,83152.445,74610.93,84671.19,69489.13,67376.26,71648.516,77190.375,37898.973
DYLT1_RAT,24323.9,26054.443,33508.004,34262.824,32269.229,28515.072,30452.324,32028.385,29430.016,30551.365,30236.074,27200.55,30491.621,30755.867,32427.477,27847.705,22391.96
GSTO1_RAT,40562.797,33911.78,34533.727,32813.926,33259.504,34996.043,36740.47,32262.91,29219.664,26081.66,27203.246,39921.094,34323.785,40553.523,32613.693,35732.46,71825.38
PARD3_RAT,7040.294,7666.2803,8896.186,9712.3,7085.457,12761.989,8828.956,10716.717,7967.049,7324.398,10160.006,7919.96,12275.627,9389.62,10876.766,9233.885,11956.443
A0A096MIV5_RAT,92795.8,93415.086,97796.63,88480.19,104831.484,94518.03,97292.89,100883.71,93740.69,96679.28,97994.26,93087.88,107007.93,109731.77,103125.83,103496.4,92530.89
A0A096MIX0_RAT,19414.254,20846.182,23674.004,25354.557,20918.08,23097.07,24660.193,19256.88,21133.59,26011.107,20669.531,27684.938,19087.336,20324.09,23645.738,26165.957,25434.424
A0A096MIY3_RAT,34988.477,39706.598,37317.637,42596.62,48356.7,43857.297,39356.617,34077.613,38699.848,39214.78,39126.926,40309.582,41917.098,42600.953,45990.844,40139.633,28010.213
A0A096MJ28_RAT,15067.291,14719.661,0.0,12603.215,14536.174,13544.06,15068.296,15829.766,16043.485,15145.727,13707.362,15987.9375,15834.07,13168.425,16681.127,14588.679,9346.503
A0A096MJ31_RAT,25150.613,16664.447,26405.37,27425.895,28449.58,27730.664,25773.941,51786.242,170723.4,110377.48,32803.96,133964.98,28126.762,49549.24,111890.99,15382.695,13491.299
A0A096MJ94_RAT,26349.35,17836.191,18385.102,18364.09,20894.145,20250.25,20593.814,22863.967,23686.014,16967.016,16387.684,17426.14,15297.974,17471.467,16763.102,14810.843,17039.332
A0A096MJ99_RAT,0.0,12080.3125,10306.843,12298.738,0.0,11241.838,0.0,0.0,8535.181,9864.925,12314.028,0.0,7344.83,9096.491,8357.997,10131.237,0.0
A0A096MJF7_RAT,210299.9,192249.55,225967.19,201440.86,185186.28,233370.28,201657.62,220778.4,200676.45,227832.53,196978.56,289981.94,211507.06,186925.44,213911.66,179574.72,267595.7
A0A096MJI4_RAT,14484.775,12834.53,12690.446,16209.836,16302.624,13985.24,12780.837,14124.72,12975.697,14737.252,14656.283,13753.334,15980.687,13334.481,12544.576,14783.429,7949.838
A0A096MJY0_RAT,20378.682,20402.81,19633.102,19295.525,21816.443,22442.896,21619.053,17020.342,22862.527,21394.332,22423.432,19891.18,24642.26,21150.42,17708.28,18418.818,26859.38
A0A096MJY7_RAT,2065443.5,2408573.8,2235427.8,2047655.1,2006640.2,1980875.2,1988501.1,2184805.0,1910483.2,1891436.1,2019663.8,1868025.6,1874439.5,1899090.2,1967862.0,2084661.9,1706265.5
A0A096MJZ8_RAT,18605.422,14349.946,16846.195,17612.045,15588.723,19510.51,17461.566,20072.867,12304.11,13929.704,17128.248,15700.286,18534.135,12632.32,16253.572,10873.223,20247.514
A0A096MK13_RAT,9332.052,13416.809,11711.153,10179.773,12204.502,12499.558,10062.261,9226.529,10723.243,11113.658,11119.772,12416.485,12665.766,12475.49,13156.782,9892.606,9137.603
A0A096MK42_RAT,22331.096,18980.443,20578.658,19361.682,20971.285,19360.498,15326.373,23896.205,20868.67,24198.516,16586.79,18187.904,15180.55,18009.996,20620.8,17266.318,26218.205
A0A096MKE5_RAT,28925.924,22526.8,24113.395,22799.633,20997.613,18369.78,25209.936,30280.143,22799.271,17202.33,20117.354,21115.674,15914.124,17280.824,20383.035,18005.18,17155.65
A0A096MKE9_RAT,17069.03,15526.919,9630.532,14411.624,13946.397,15267.554,11101.461,13354.215,13275.143,14931.076,13948.659,16213.541,12956.172,10195.446,14576.072,12471.706,16042.884
A0A096MKG2_RAT,97023.99,64569.348,72955.805,60389.324,70534.336,75579.766,72857.38,72598.57,84081.2,64548.164,77009.9,63321.28,62081.04,62620.21,57466.164,52688.562,74306.56
A0A096MKH2_RAT,56911.312,26377.605,26786.488,29236.719,25838.164,33523.316,25075.271,23813.105,32731.527,304756.1,19422.469,29936.805,28441.229,30006.326,28203.723,30273.52,27606.805
A0A096P6M7_RAT,42810.707,46871.406,21855.355,28227.682,60279.625,40750.49,65766.46,96379.32,19522.656,30565.225,105278.28,29179.75,25716.926,0.0,94096.02,0.0,0.0
A0A0A0MY26_RAT,2155248.5,2076420.5,0.0,878023.9,876153.75,1068011.1,1568686.8,0.0,3334727.0,1397896.1,855814.56,0.0,1032974.56,1390709.6,1547498.1,795945.9,262030.95
A0A0G2JSH5_RAT,3211247.2,3370377.8,3309890.2,3310533.0,3650037.5,2983108.0,3492691.2,3364082.5,3692091.8,3044906.8,3524752.8,3040851.0,3639081.0,3968325.2,4328300.0,4173772.5,3688716.8
A0A0G2JSH9_RAT,82379.51,80423.71,88890.7,87304.6,95730.484,99494.94,85886.56,84107.76,67671.27,79547.22,84440.9,77162.375,82153.086,75370.055,71113.03,73866.484,93154.37
A0A0G2JSR7_RAT,152469.58,46006.516,44552.42,50774.29,73389.23,65896.4,63057.508,71880.11,126100.5,46075.676,51224.69,66347.72,46927.965,48476.246,53211.395,57920.734,43796.67
A0A0G2JSS9_RAT,35230.32,36412.34,34663.5,38745.633,32317.184,34546.375,31237.764,35696.957,45136.266,41594.207,46809.836,45541.984,40662.797,39675.24,45819.45,42342.844,20227.605
A0A0G2JSW1_RAT,8910.548,12885.971,13522.502,15584.953,13170.744,12750.762,0.0,11606.47,16074.339,18261.422,14872.051,16277.125,14809.47,15021.58,15134.514,13591.257,4931.4253
A0A0G2JT94_RAT,40794.863,46815.13,41907.43,36492.48,38251.465,40230.883,45153.273,41186.32,40294.242,41787.67,48048.137,41507.133,45750.1,45296.89,49772.6,47228.965,46361.8
A0A0G2JTA0_RAT,40820.87,40632.996,39890.59,40847.043,42902.008,37616.277,43303.28,39223.766,54662.258,56255.637,63703.992,59351.027,55089.348,56773.277,57989.207,54980.23,32065.154
A0A0G2JTA5_RAT,68080.46,71328.08,73356.78,72708.42,70412.82,67652.586,75062.02,81188.22,59873.363,60658.832,64862.418,55706.406,67167.9,63937.62,68039.586,59848.586,71267.78
A0A0G2JTC5_RAT,143788.3,146314.36,142117.86,147397.47,141554.14,138075.95,162608.52,152589.48,120036.21,107707.516,119850.266,119260.85,123953.6,118543.64,127429.97,122870.66,103650.24
A0A0G2JTD7_RAT,35965.164,35741.754,34014.617,35072.336,31525.621,34458.664,38922.99,28919.736,37815.12,33989.723,35544.383,38486.484,39319.7,36994.695,31359.611,36368.688,31446.855
A0A0G2JTH7_RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6537.6567,6313.592,11350.77,0.0
A0A0G2JTK1_RAT,471518.7,386665.12,433321.62,369274.66,316951.34,441429.28,396950.66,374066.84,332738.94,425283.25,360906.28,418496.75,365097.6,348168.06,320467.44,265885.0,346111.8
A0A0G2JTK6_RAT,28685.295,30188.9,30272.738,27005.291,31768.242,25652.195,29152.88,28125.072,32077.066,28715.027,25963.627,27809.254,31712.492,33143.344,29067.27,30568.818,37065.234
A0A0G2JTL4_RAT,12853.914,10732.065,12998.868,13852.305,11424.534,12554.87,9661.939,11084.452,13523.403,16792.984,14888.788,12741.031,12978.733,11639.645,10723.722,12734.689,14870.587
A0A0G2JTM6_RAT,434079.94,466966.47,451298.9,448375.66,467258.78,426292.9,452065.8,434494.38,407373.72,388235.34,405281.4,382091.78,413890.8,433618.84,407939.34,400408.97,662863.3
A0A0G2JTM7_RAT,54310.137,65015.023,53930.99,55606.316,56856.754,44120.95,51904.94,52840.258,40866.016,59378.63,54950.137,47909.58,40367.234,51067.51,59756.25,32295.139,48228.168
A0A0G2JTY3_RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A0G2JU04_RAT,1094149.1,1151430.0,1101655.9,1125924.8,1104499.5,1055622.4,1258194.5,1294463.4,966964.56,988375.6,1035848.9,999697.94,1015095.4,1015557.56,1030294.9,1010926.9,1045906.06
A0A0G2JU05_RAT,75438.3,75784.414,75032.836,77277.96,83564.31,70419.89,70383.23,69832.11,67842.05,70322.1,67695.35,63674.996,75000.78,72902.26,67933.21,66626.43,67948.1
A0A0G2JU15_RAT,22434.379,14451.217,0.0,0.0,12092.074,20036.115,67556.83,12644.04,56102.758,73549.18,0.0,29094.719,53924.42,38815.293,24560.732,19783.791,0.0
A0A0G2JU25_RAT,28105.717,31895.88,30927.098,30045.76,28736.254,32207.69,27068.406,28233.68,25975.635,31528.184,29570.459,28233.223,29449.45,26797.838,29333.564,24877.648,14785.526
A0A0G2JU72_RAT,48256.555,55948.633,53131.676,49859.938,48050.844,52644.508,50799.56,53745.555,54152.453,55827.047,57650.04,53827.99,53301.91,54197.883,56235.29,56698.934,42491.215
A0A0G2JU82_RAT,1364115.0,1232051.5,1144755.9,1374985.8,1166416.1,1274788.0,1270388.2,1225417.8,1324204.9,1179238.2,1275059.0,1267198.2,1269875.5,1300515.0,1242370.6,1135986.1,1276535.1
A0A0G2JUD6_RAT,21560.178,21900.385,27880.799,31369.55,21698.477,25068.432,20027.89,30657.246,18532.824,22729.951,19364.312,23252.217,24310.414,25153.48,31548.08,25759.432,28273.277
A0A0G2JUH2_RAT,43756.004,43142.48,42756.215,40749.15,37047.695,39376.695,41957.793,40514.688,50185.836,44313.184,49035.785,46315.316,37818.312,40812.457,40462.16,43082.906,26858.684
A0A0G2JUQ8_RAT,14844.663,16556.578,17782.674,15606.837,15257.639,18259.115,16908.697,17147.309,18473.035,22051.568,18854.459,23316.172,19678.582,17181.385,18127.94,17976.768,9390.624
A0A0G2JUV4_RAT,29710.031,25791.637,32204.016,22502.61,22783.533,32793.38,28329.074,27778.562,26832.203,25798.834,24541.16,23995.867,29448.107,22304.506,28721.303,28641.94,21165.096
A0A0G2JV14_RAT,21363.785,27569.89,24108.535,26061.328,23956.445,24610.793,20490.736,22966.94,24411.838,21486.373,23433.0,23235.443,22775.672,20719.738,22183.318,21475.525,16973.287
A0A0G2JV16_RAT,10333.023,10164.271,8156.8066,0.0,8813.051,0.0,7797.4644,7515.638,8416.201,9561.263,10739.584,10428.931,8935.57,8236.258,9276.101,8899.291,0.0
A0A0G2JV22_RAT,12870.983,28965.76,18789.812,14127.414,16122.046,11274.602,20661.584,17812.963,20345.75,16724.46,15521.638,20907.348,19664.938,22996.021,15979.622,17731.785,19679.45
A0A0G2JV54_RAT,45387.117,30351.924,25133.229,29610.281,28217.379,31188.357,29353.877,26766.238,49681.18,23021.58,27786.785,28614.896,23528.832,29306.523,20569.73,27655.795,26802.35
A0A0G2JVA2_RAT,22699.701,15244.599,17420.754,15950.845,14524.459,13657.582,17100.393,15436.517,21408.887,0.0,15447.544,12282.766,13277.484,12113.143,0.0,13348.5,14492.646
A0A0G2JVC2_RAT,588634.1,640238.75,623857.6,644460.94,641070.2,625095.94,659039.44,626815.06,616799.25,606271.06,641311.7,597688.44,628957.25,595980.7,657309.94,627636.9,860527.3
A0A0G2JVF5_RAT,199769.56,211284.86,194497.36,210826.12,231014.62,220835.7,203150.9,215985.67,240047.44,233075.55,218567.05,203592.84,244937.25,242506.83,225015.83,215622.19,273379.2
A0A0G2JVG1_RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14131.77,13464.188,10787.775,12694.2,12256.215,12428.267,11911.611,0.0
A0A0G2JVG3_RAT,241574.66,239722.12,221051.88,231864.9,206622.78,226458.56,233521.72,209292.0,211808.28,214688.12,211712.73,234114.75,207078.66,212769.3,221819.6,215320.5,199453.67
A0A0G2JVK8_RAT,31008.777,28302.18,27870.123,30266.918,32040.854,26457.203,30856.484,28605.174,27579.225,35100.277,30740.33,28260.768,26420.785,26899.887,22525.625,26322.445,34393.88
A0A0G2JVL6_RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A0G2JVL7_RAT,23177.89,13904.443,20621.555,23428.611,23203.184,22311.102,24951.537,23689.676,20416.459,13177.308,12818.796,0.0,23830.959,22452.705,17761.846,21295.54,22501.043
A0A0G2JVP5_RAT,16272.111,16993.428,17018.777,16638.26,13668.364,12685.866,13923.965,13129.971,13012.882,14994.983,16414.004,15635.061,0.0,14266.967,10225.93,11203.027,14876.649
A0A0G2JVW3_RAT,0.0,0.0,0.0,27846.857,0.0,0.0,0.0,0.0,0.0,32645.738,32972.81,0.0,33039.965,0.0,24980.05,26894.512,0.0
A0A0G2JW88_RAT,13487.721,19839.236,18777.258,25973.932,23161.402,23800.217,18313.072,21476.564,15661.421,21157.28,22956.518,21421.432,20540.541,20998.541,19665.86,22279.734,23860.713
A0A0G2JW94_RAT,34315.227,36190.312,47799.344,39635.082,33892.125,34123.44,42848.13,32273.367,43027.305,41609.297,35888.742,40884.44,36602.082,36361.555,37911.66,33887.812,41560.562
A0A0G2JWG6_RAT,13833.177,16678.977,10091.296,14447.88,11722.313,11943.715,10928.656,0.0,20012.701,12391.012,15844.389,15355.309,10543.295,13372.478,13698.569,8923.499,12685.611
A0A0G2JWH3_RAT,37337.94,31162.201,30401.385,30905.871,36440.492,35113.027,30190.988,32548.443,30962.23,41201.16,37804.375,36934.348,40366.13,35385.758,28719.727,36419.574,29196.842
A0A0G2JWT3_RAT,43944.72,41454.23,40567.926,48070.7,43163.56,37334.62,42258.984,43419.152,44922.492,0.0,0.0,0.0,51264.254,47215.715,43910.55,0.0,57969.348
A0A0G2JWX6_RAT,99755.055,102471.93,107367.734,100015.836,83835.83,95612.66,100667.89,94180.94,107189.6,100505.66,109010.63,101029.61,103408.92,96163.22,104732.805,93080.375,92301.664
A0A0G2JX45_RAT,12856.724,13063.921,15796.205,14827.316,12288.288,14890.166,13135.849,15198.778,7145.2656,14291.929,12285.558,11702.245,12720.182,15454.385,12167.21,10294.418,15870.47
A0A0G2JX46_RAT,9190.52,8574.903,0.0,0.0,10078.903,11107.44,12028.293,12220.547,12267.302,13870.584,14102.433,0.0,10824.035,9029.471,11870.991,6854.5146,0.0
A0A0G2JX62_RAT,47640.887,46039.387,46770.895,46016.926,41957.14,43532.184,44065.324,42708.105,43222.98,43619.906,43585.99,46333.344,44096.055,38406.43,40523.836,38819.207,33587.066
A0A0G2JX81_RAT,20749.434,16786.826,15903.235,16458.416,18790.908,18512.455,0.0,23831.428,31974.902,21349.271,19048.473,26138.113,27674.219,20547.396,21406.219,24271.62,0.0
A0A0G2JX93_RAT,185867.14,190569.0,187387.88,189110.83,179375.03,186478.55,179715.8,175246.47,198525.33,192404.77,210718.89,198235.06,197505.78,195026.58,205073.64,198598.62,132090.56
A0A0G2JXC0_RAT,19403.47,21861.824,19673.703,20712.766,14838.231,18151.29,15515.439,16303.45,22290.562,25546.094,25181.605,27340.66,26364.018,25861.945,23677.436,23235.107,18104.71
A0A0G2JXD9_RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A0G2JXI6_RAT,50251.176,58282.63,63509.164,56145.086,50692.055,53372.805,69927.5,64764.24,59344.11,59430.1,54416.273,56279.4,61436.72,59901.184,60812.94,52520.34,51165.863
A0A0G2JXI7_RAT,22322.719,22472.354,21410.926,28233.156,22210.912,18387.26,23597.635,24090.717,24431.143,27054.355,22939.895,26501.404,27449.783,20291.46,25912.459,25887.234,15003.068
A0A0G2JXK2_RAT,50542.043,47096.906,50401.836,50040.78,42644.805,51780.195,43169.77,47404.79,43961.34,48224.855,43336.34,45002.625,42026.65,43976.742,41728.387,45414.094,29965.861
A0A0G2JXM0_RAT,7685.382,6816.323,8035.5576,4004.108,4740.108,4469.005,7522.087,5764.8203,10907.83,12463.285,11661.47,11430.819,10245.767,11021.912,10132.669,10555.901,5826.2295
